trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,trip_direction_name,trip_sort
3466080,28,4,INGERSOLL VIA SHERMAN,,0,11128,shp-28-62,1,1,Westbound,65460
3466020,28,3,INGERSOLL VIA SHERMAN,,0,11128,shp-28-62,1,1,Westbound,65460
1040020,28,3,INGERSOLL VIA SHERMAN,,0,11228,shp-28-62,1,1,Westbound,63780
1040080,28,4,INGERSOLL VIA SHERMAN,,0,11228,shp-28-62,1,1,Westbound,63780
4712020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,52380
3958080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,57720
1574020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,50640
4970020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,61380
2688020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,43440
126080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,55980
691020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,39840
4552020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,28860
1783020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,34440
4767020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,59520
3126020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,36240
1988080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,32460
989020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,48840
2893020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,47040
4767080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,59520
3958020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,57720
8080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,45240
2893080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,47040
3840020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,54180
1988020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,32460
4712080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,52380
2688080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,43440
1584020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,41640
3020020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,27120
4713020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,63180
8020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,45240
989080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,48840
700080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,25320
126020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,55980
1574080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,50640
4552080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,28860
3020080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,27120
4970080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,61380
1783080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,34440
2346020,28,3,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,23640
691080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,39840
1230020,28,3,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,38040
2346080,28,4,SHERMAN,,1,11228,shp-28-10,1,1,Eastbound,23640
1230080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,38040
4713080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,63180
3126080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,36240
1584080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,41640
700020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,25320
1472020,28,3,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,30660
3840080,28,4,SHERMAN,,1,11328,shp-28-10,1,1,Eastbound,54180
1472080,28,4,SHERMAN,,1,11128,shp-28-10,1,1,Eastbound,30660
2729080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,31320
4357080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,29520
1543080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,22620
1946020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,62160
2349080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,42240
4853080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,58500
4589080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,51300
1782020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,24360
863020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,53100
4295020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,54900
3171020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,38580
4853020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,58500
2373020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,33180
863080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,53100
3357080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,27720
3119080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,60300
2349020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,42240
4295080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,54900
2560020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,36780
1543020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,22620
675020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,47640
1139080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,49500
1514080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,56700
143080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,45840
1236020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,34980
3128020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,26040
1782080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,24360
143020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,45840
675080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,47640
1236080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,34980
2373080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,33180
4371020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,40440
2560080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,36780
565020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,44040
4589020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,51300
1946080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,62160
4371080,28,4,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,40440
3171080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,38580
1139020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,49500
2729020,28,3,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,31320
1514020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,56700
3128080,28,4,WHITNEY VIA SHERMAN,,0,11228,shp-28-65,1,1,Westbound,26040
3357020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,27720
565080,28,4,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,44040
3119020,28,3,WHITNEY VIA SHERMAN,,0,11128,shp-28-65,1,1,Westbound,60300
4357020,28,3,WHITNEY VIA SHERMAN,,0,11328,shp-28-65,1,1,Westbound,29520
4380080,38,4,JENIFER,,1,11438,shp-38-13,1,1,Eastbound,51480
3157080,38,4,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,47940
448020,38,3,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,33420
3816080,38,4,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,55080
3628020,38,3,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,26220
399020,38,3,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,29760
381080,38,4,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,58620
3628080,38,4,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,26220
3790080,38,4,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,44340
399080,38,4,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,29760
3613080,38,4,JENIFER,,1,11438,shp-38-13,1,1,Eastbound,37140
3157020,38,3,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,47940
2451020,38,3,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,40740
2451080,38,4,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,40740
448080,38,4,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,33420
3554020,38,3,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,62280
3613020,38,3,JENIFER,,1,11438,shp-38-13,1,1,Eastbound,37140
3554080,38,4,JENIFER,,1,11238,shp-38-13,1,1,Eastbound,62280
4380020,38,3,JENIFER,,1,11438,shp-38-13,1,1,Eastbound,51480
3816020,38,3,JENIFER,,1,11138,shp-38-13,1,1,Eastbound,55080
381020,38,3,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,58620
3790020,38,3,JENIFER,,1,11338,shp-38-13,1,1,Eastbound,44340
3924080,38,4,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,49740
2138020,38,3,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,56820
4778080,38,4,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,24540
2138080,38,4,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,56820
4678080,38,4,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,27960
2648020,38,3,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,46140
60080,38,4,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,42540
4801020,38,3,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,31560
4778020,38,3,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,24540
3535080,38,4,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,64140
4982020,38,3,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,38940
60020,38,3,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,42540
4678020,38,3,MONONA/DUTCH MILL,,1,11438,shp-38-12,1,1,Eastbound,27960
4718020,38,3,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,53280
4801080,38,4,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,31560
4982080,38,4,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,38940
3535020,38,3,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,64140
2648080,38,4,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,46140
1781080,38,4,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,35340
2130020,38,3,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,60480
2130080,38,4,MONONA/DUTCH MILL,,1,11138,shp-38-12,1,1,Eastbound,60480
4718080,38,4,MONONA/DUTCH MILL,,1,11238,shp-38-12,1,1,Eastbound,53280
1781020,38,3,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,35340
3924020,38,3,MONONA/DUTCH MILL,,1,11338,shp-38-12,1,1,Eastbound,49740
3813080,38,4,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,21900
2905020,38,3,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,43500
1671080,38,4,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,46920
1087080,38,4,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,32460
3321020,38,3,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,25380
3033080,38,4,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,54120
2360080,38,4,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,57960
3399080,38,4,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,47100
4409020,38,3,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,25440
1348020,38,3,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,61680
3813020,38,3,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,21900
794020,38,3,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,54240
1448080,38,4,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,28920
1348080,38,4,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,61680
4068020,38,3,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,36300
4409080,38,4,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,25440
2360020,38,3,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,57960
4022080,38,4,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,39720
3033020,38,3,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,54120
1268080,38,4,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,28860
3787020,38,3,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,57840
3787080,38,4,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,57840
266080,38,4,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,32640
2111080,38,4,WHITNEY,,0,11238,shp-38-61,1,1,Westbound,50520
4022020,38,3,WHITNEY,,0,11438,shp-38-61,1,1,Westbound,39720
3399020,38,3,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,47100
1939080,38,4,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,39900
46080,38,4,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,43320
3868080,38,4,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,50640
4068080,38,4,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,36300
1268020,38,3,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,28860
1087020,38,3,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,32460
3321080,38,4,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,25380
46020,38,3,WHITNEY,,0,11138,shp-38-61,1,1,Westbound,43320
1939020,38,3,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,39900
266020,38,3,WHITNEY,,0,11438,shp-38-63,1,1,Westbound,32640
239020,38,3,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,61500
1448020,38,3,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,28920
525020,38,3,WHITNEY,,0,11238,shp-38-61,1,1,Westbound,36120
525080,38,4,WHITNEY,,0,11238,shp-38-61,1,1,Westbound,36120
239080,38,4,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,61500
1671020,38,3,WHITNEY,,0,11338,shp-38-61,1,1,Westbound,46920
3868020,38,3,WHITNEY,,0,11138,shp-38-63,1,1,Westbound,50640
2905080,38,4,WHITNEY,,0,11238,shp-38-63,1,1,Westbound,43500
794080,38,4,WHITNEY,,0,11338,shp-38-63,1,1,Westbound,54240
2111020,38,3,WHITNEY,,0,11238,shp-38-61,1,1,Westbound,50520
2891020,55,3,EPIC CAMPUS,,0,13175,shp-55-53,1,1,Southbound,26820
2069080,55,4,EPIC CAMPUS,,0,18575,shp-55-53,1,1,Southbound,63720
4142080,55,4,EPIC CAMPUS,,0,13475,shp-55-53,1,1,Southbound,28620
4142020,55,3,EPIC CAMPUS,,0,13475,shp-55-53,1,1,Southbound,28620
3043020,55,3,EPIC CAMPUS,,0,18175,shp-55-53,1,1,Southbound,60120
3043080,55,4,EPIC CAMPUS,,0,18175,shp-55-53,1,1,Southbound,60120
210100,55,2,EPIC CAMPUS,,0,58775,shp-55-53,1,1,Southbound,65520
1431100,55,2,EPIC CAMPUS,,0,53575,shp-55-53,1,1,Southbound,25020
553020,55,3,EPIC CAMPUS,,0,13675,shp-55-53,1,1,Southbound,30420
2597080,55,4,EPIC CAMPUS,,0,18675,shp-55-53,1,1,Southbound,61020
2311080,55,4,EPIC CAMPUS,,0,13275,shp-55-53,1,1,Southbound,23220
2849080,55,4,EPIC CAMPUS,,0,18275,shp-55-53,1,1,Southbound,61920
4105080,55,4,EPIC CAMPUS,,0,18775,shp-55-53,1,1,Southbound,65520
2891080,55,4,EPIC CAMPUS,,0,13175,shp-55-53,1,1,Southbound,26820
1544100,55,2,EPIC CAMPUS,,0,58175,shp-55-53,1,1,Southbound,60120
2642100,55,2,EPIC CAMPUS,,0,53475,shp-55-53,1,1,Southbound,28620
2701080,55,4,EPIC CAMPUS,,0,13575,shp-55-53,1,1,Southbound,25020
3708100,55,2,EPIC CAMPUS,,0,58675,shp-55-53,1,1,Southbound,61020
672100,55,2,EPIC CAMPUS,,0,53275,shp-55-53,1,1,Southbound,23220
2597020,55,3,EPIC CAMPUS,,0,18675,shp-55-53,1,1,Southbound,61020
2849020,55,3,EPIC CAMPUS,,0,18275,shp-55-53,1,1,Southbound,61920
553080,55,4,EPIC CAMPUS,,0,13675,shp-55-53,1,1,Southbound,30420
3307100,55,2,EPIC CAMPUS,,0,53175,shp-55-53,1,1,Southbound,26820
3169100,55,2,EPIC CAMPUS,,0,53675,shp-55-53,1,1,Southbound,30420
2701020,55,3,EPIC CAMPUS,,0,13575,shp-55-53,1,1,Southbound,25020
4105020,55,3,EPIC CAMPUS,,0,18775,shp-55-53,1,1,Southbound,65520
1541100,55,2,EPIC CAMPUS,,0,58275,shp-55-53,1,1,Southbound,61920
2069020,55,3,EPIC CAMPUS,,0,18575,shp-55-53,1,1,Southbound,63720
4611100,55,2,EPIC CAMPUS,,0,58575,shp-55-53,1,1,Southbound,63720
2311020,55,3,EPIC CAMPUS,,0,13275,shp-55-53,1,1,Southbound,23220
4505100,55,2,JUNCTION,,1,53275,shp-55-03,1,1,Northbound,30600
4134100,55,2,JUNCTION,,1,58175,shp-55-03,1,1,Northbound,58500
2677080,55,4,JUNCTION,,1,13675,shp-55-03,1,1,Northbound,28500
633020,55,3,JUNCTION,,1,13775,shp-55-03,1,1,Northbound,29700
2845080,55,4,JUNCTION,,1,18275,shp-55-03,1,1,Northbound,60300
2677020,55,3,JUNCTION,,1,13675,shp-55-03,1,1,Northbound,28500
1437100,55,2,JUNCTION,,1,53775,shp-55-03,1,1,Northbound,29700
576020,55,3,JUNCTION,,1,18775,shp-55-03,1,1,Northbound,63900
2845020,55,3,JUNCTION,,1,18275,shp-55-03,1,1,Northbound,60300
2034080,55,4,JUNCTION,,1,18175,shp-55-03,1,1,Northbound,58500
1176100,55,2,JUNCTION,,1,58575,shp-55-03,1,1,Northbound,62100
2038020,55,3,JUNCTION,,1,18575,shp-55-03,1,1,Northbound,62100
4386080,55,4,JUNCTION,,1,13575,shp-55-03,1,1,Northbound,32400
316100,55,2,JUNCTION,,1,53575,shp-55-03,1,1,Northbound,32400
1901020,55,3,JUNCTION,,1,13475,shp-55-03,1,1,Northbound,26700
1901080,55,4,JUNCTION,,1,13475,shp-55-03,1,1,Northbound,26700
4386020,55,3,JUNCTION,,1,13575,shp-55-03,1,1,Northbound,32400
1363080,55,4,JUNCTION,,1,13175,shp-55-03,1,1,Northbound,24900
4315100,55,2,JUNCTION,,1,58375,shp-55-03,1,1,Northbound,66300
990100,55,2,JUNCTION,,1,53475,shp-55-03,1,1,Northbound,26700
1582080,55,4,JUNCTION,,1,18375,shp-55-03,1,1,Northbound,66300
576080,55,4,JUNCTION,,1,18775,shp-55-03,1,1,Northbound,63900
1582020,55,3,JUNCTION,,1,18375,shp-55-03,1,1,Northbound,66300
3705100,55,2,JUNCTION,,1,53675,shp-55-03,1,1,Northbound,28500
2034020,55,3,JUNCTION,,1,18175,shp-55-03,1,1,Northbound,58500
1363020,55,3,JUNCTION,,1,13175,shp-55-03,1,1,Northbound,24900
3453020,55,3,JUNCTION,,1,13275,shp-55-03,1,1,Northbound,30600
483100,55,2,JUNCTION,,1,58775,shp-55-03,1,1,Northbound,63900
633080,55,4,JUNCTION,,1,13775,shp-55-03,1,1,Northbound,29700
3453080,55,4,JUNCTION,,1,13275,shp-55-03,1,1,Northbound,30600
2038080,55,4,JUNCTION,,1,18575,shp-55-03,1,1,Northbound,62100
3994100,55,2,JUNCTION,,1,53175,shp-55-03,1,1,Northbound,24900
2588100,55,2,JUNCTION,,1,58275,shp-55-03,1,1,Northbound,60300
2011080,60,4,601-E WASHINGTON,,1,101X,shp-60-02,1,1,Inbound,26940
3850080,60,4,601-SYCAMORE,,0,301X,shp-60-54,1,1,Outbound,56940
918080,60,4,602-E TOWNE,,0,302X,shp-60-57,1,1,Outbound,56940
868080,60,4,602-E WASHINGTON,,1,102X,shp-60-06,1,1,Inbound,27000
3097080,60,4,603-CHEROKEE,,0,303X,shp-60-56,1,1,Outbound,56940
3679080,60,4,603-E WASHINGTON,,1,103X,shp-60-08,1,1,Inbound,27000
4733080,60,4,604-E WASHINGTON,,1,104X,shp-60-09,1,1,Inbound,26940
1447080,60,4,604-KENNEDY,,0,304X,shp-60-59,1,1,Outbound,56940
4864080,60,4,605-E WASHINGTON,,1,105X,shp-60-07,1,1,Inbound,27000
4151080,60,4,605-NORTHPORT,,0,305X,shp-60-58,1,1,Outbound,56940
4547080,61,4,611-PFLAUM,,1,111X,shp-61-04,1,1,Inbound,27000
3427080,61,4,611-SYCAMORE,,0,311X,shp-61-52,1,1,Outbound,56820
4454080,61,4,612-ACEWOOD,,0,312X,shp-61-57,1,1,Outbound,56820
2024080,61,4,612-PFLAUM,,1,112X,shp-61-07,1,1,Inbound,27180
2758080,61,4,613-PFLAUM,,1,113X,shp-61-05,1,1,Inbound,27000
354080,61,4,613-THOMPSON,,0,313X,shp-61-51,1,1,Outbound,56820
2225080,61,4,614-PFLAUM,,1,114X,shp-61-11,1,1,Inbound,27000
2553080,61,4,614-SPRECHER,,0,314X,shp-61-59,1,1,Outbound,56820
1937080,61,4,615-PFLAUM,,1,115X,shp-61-10,1,1,Inbound,27000
4545080,61,4,615-WYALUSING,,0,315X,shp-61-61,1,1,Outbound,56820
3090080,61,4,616-OWL CREEK,,0,316X,shp-61-54,1,1,Outbound,56820
2708080,61,4,616-PFLAUM,,1,116X,shp-61-01,1,1,Inbound,27060
4167080,61,4,617-PFLAUM,,1,117X,shp-61-09,1,1,Inbound,27180
2814080,61,4,617-RIMROCK,,0,317X,shp-61-60,1,1,Outbound,56820
4438080,61,4,618-HUGHES,,0,318X,shp-61-55,1,1,Outbound,56820
2032080,61,4,618-PFLAUM,,1,118X,shp-61-03,1,1,Inbound,27120
1978080,62,4,621-GAMMON,,1,121X,shp-62-11,1,1,Inbound,26700
3873080,62,4,621-OLD MIDDLETON,,0,321X,shp-62-61,1,1,Outbound,56820
1597080,62,4,622-GAMMON,,1,122X,shp-62-13,1,1,Inbound,27000
4721080,62,4,622-PLEASANT VW,,0,322X,shp-62-63,1,1,Outbound,56820
333080,62,4,623-EAST PASS,,0,323X,shp-62-62,1,1,Outbound,56820
3037080,62,4,623-GAMMON,,1,123X,shp-62-12,1,1,Inbound,26940
3642080,62,4,624-COUNTRY GROVE,,0,324X,shp-62-51,1,1,Outbound,56820
3496080,62,4,624-GAMMON,,1,124X,shp-62-07,1,1,Inbound,27120
1193080,62,4,625-GAMMON,,1,125X,shp-62-08,1,1,Inbound,27120
2712080,62,4,625-MANCHESTER,,0,325X,shp-62-56,1,1,Outbound,56820
3071080,62,4,626-GAMMON,,1,126X,shp-62-15,1,1,Inbound,27000
2466080,62,4,626-MAPLE GROVE,,0,326X,shp-62-64,1,1,Outbound,56820
3974080,62,4,627-GAMMON,,1,127X,shp-62-14,1,1,Inbound,27360
371080,62,4,627-SCHROEDER,,0,327X,shp-62-65,1,1,Outbound,56820
1390080,62,4,628-ALLIED,,0,328X,shp-62-59,1,1,Outbound,56820
2670080,62,4,628-GAMMON,,1,128X,shp-62-10,1,1,Inbound,27060
4445080,62,4,629-GAMMON,,1,129X,shp-62-02,1,1,Inbound,26580
3619080,62,4,629-HIGH RIDGE,,0,329X,shp-62-54,1,1,Outbound,56820
191080,63,4,631-EAGLE HTS,,0,331X,shp-63-68,1,1,Outbound,56820
1931080,63,4,631-REGENT,,1,131X,shp-63-11,1,1,Inbound,27180
4287080,63,4,632-REGENT,,1,132X,shp-63-14,1,1,Inbound,27360
3971080,63,4,632-SHEBOYGAN,,0,332X,shp-63-65,1,1,Outbound,56820
3580080,63,4,633-REGENT,,1,133X,shp-63-10,1,1,Inbound,27240
1662080,63,4,633-TOKAY,,0,333X,shp-63-54,1,1,Outbound,56820
4334080,63,4,635-GREENWAY,,0,334X,shp-63-64,1,1,Outbound,56820
3565080,63,4,635-GREENWAY,,0,335X,shp-63-64,1,1,Outbound,56820
3851080,63,4,635-REGENT,,1,135X,shp-63-15,1,1,Inbound,27000
3461080,63,4,635-REGENT,,1,134X,shp-63-15,1,1,Inbound,26880
2722080,63,4,636-FISH HATCHERY,,0,336X,shp-63-67,1,1,Outbound,56820
4172080,63,4,636-REGENT,,1,136X,shp-63-16,1,1,Inbound,27120
3376080,63,4,637-HUGHES,,0,337X,shp-63-66,1,1,Outbound,56820
1851080,63,4,637-REGENT,,1,137X,shp-63-13,1,1,Inbound,27240
2654080,63,4,638-OLIN,,0,338X,shp-63-55,1,1,Outbound,56820
2775080,63,4,638-REGENT,,1,138X,shp-63-12,1,1,Inbound,26820
3703080,64,4,641-PFLAUM,,0,312X,shp-64-51,1,1,Outbound,51900
1795080,64,4,641-REGENT,,1,112X,shp-64-02,1,1,Inbound,29400
2479080,64,4,642-GAMMON,,0,327X,shp-64-52,1,1,Outbound,51900
4110080,64,4,642-REGENT,,1,127X,shp-64-01,1,1,Inbound,29400
2444080,65,4,FITCHBURG,,0,18165,shp-65-52,1,1,Southbound,61980
4548080,65,4,FITCHBURG,,0,13265,shp-65-52,1,1,Southbound,26400
3313080,65,4,FITCHBURG,,0,18165,shp-65-52,1,1,Southbound,56400
4548020,65,3,FITCHBURG,,0,13265,shp-65-52,1,1,Southbound,26400
3313020,65,3,FITCHBURG,,0,18165,shp-65-52,1,1,Southbound,56400
4537080,65,4,FITCHBURG,,0,116E,shp-65-52,1,1,Southbound,60000
646020,65,3,FITCHBURG,,0,18265,shp-65-52,1,1,Southbound,63780
2444020,65,3,FITCHBURG,,0,18165,shp-65-52,1,1,Southbound,61980
4537020,65,3,FITCHBURG,,0,116E,shp-65-52,1,1,Southbound,60000
1549020,65,3,FITCHBURG,,0,18265,shp-65-52,1,1,Southbound,58200
